LOCATION:  P4
TEST TYPE:  All
DATES:   1/01/15 to 11/10/15
Date ,Skid ID ,Skid ID2 ,Line ,Product ,Lot Code ,Test Type ,Prim. Resin ,% ,Sec. Resin ,% ,Additive 1 ,% ,Additive 2 ,% ,Additive 3 ,% ,Array ,Dart Spec ,Dart Offline ,Dart Ratio ,Tear Spec ,MD Tear Offline ,MD Tear Ratio ,TD Tear Offline ,TD Tear Ratio ,Opacity ,Gauge Spec ,Min ,Avg. ,Range ,Low ,Gauge CoV ,Gauge Retest ,QA Tag Number1 ,QA Tag Number2 ,Comment ,Dart 1 Day ,Dart 2 Weeks ,Dart 3 Months ,Tear 1 Day ,Tear 2 Weeks ,Tear 3 Months
2015/05/17 , 0020288629 , 0020288630 , 436  , DSRS913W-1      , 137151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0478 ,  1.298 , 00300 , 00460 ,  1.533 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .330 ,    .710 ,      ,         ,         ,         , 20288629-30               ,      ,      ,      ,       ,       ,
2015/05/17 , 0020288626 , 0020288625 , 436  , DSRS913W-1      , 137153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0442 ,  1.201 , 00300 , 00406 ,  1.353 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .330 ,    .670 ,      ,         ,         ,         , 20288626-25               ,      ,      ,      ,       ,       ,
2015/05/18 , 0020304792 , 0020304793 , 436  , DSRS913W-1      , 138153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0442 ,  1.201 , 00300 , 00416 ,  1.386 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .330 ,    .740 ,      ,         ,         ,         , 20304792-93               ,      ,      ,      ,       ,       ,
2015/05/18 , 0020288621 , 0020288622 , 436  , DSRS913W-1      , 138151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0466 ,  1.266 , 00300 , 00471 ,  1.570 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .380 ,    .650 ,      ,         ,         ,         , 20288621-22               ,      ,      ,      ,       ,       ,
2015/05/19 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 139154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0442 ,  1.201 , 00300 , 00427 ,  1.423 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .790 ,    .300 ,    .640 ,      ,         ,         ,         , 20304781/82  QA 51028/27  ,      ,      ,      ,       ,       ,
2015/05/19 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 139154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0418 ,  1.135 , 00300 , 00408 ,  1.360 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .770 ,    .280 ,    .620 ,      ,         ,         ,         , 20306834/35  QA 51039/38  ,      ,      ,      ,       ,       ,
2015/05/19 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 139152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0454 ,  1.233 , 00300 , 00428 ,  1.426 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .790 ,    .390 ,    .650 ,      ,         ,         ,         , ID 20304787-88   51342-43 ,      ,      ,      ,       ,       ,
2015/05/19 , 0020304785 , 0020304786 , 436  , DSRS913W-1      , 139152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0442 ,  1.201 , 00300 , 00395 ,  1.316 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .820 ,    .450 ,    .670 ,      ,         ,         ,         , ID 20304785-86            ,      ,      ,      ,       ,       ,
2015/05/20 , 0020306825 , 0020306826 , 436  , DSRS913W-1      , 140154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0448 ,  1.217 , 00300 , 00454 ,  1.513 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .290 ,    .720 ,      ,         ,         ,         , 20306825/26               ,      ,      ,      ,       ,       ,
2015/05/20 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 140152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0496 ,  1.347 , 00300 , 00353 ,  1.176 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .800 ,    .320 ,    .630 ,      ,         ,         ,         , S20306829-30 QA57686-87   ,      ,      ,      ,       ,       ,
2015/05/21 , 0020306814 , 0020306815 , 436  , DSRS913W-1      , 141154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0400 ,  1.086 , 00300 , 00504 ,  1.680 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .820 ,    .400 ,    .670 ,      ,         ,         ,         , 20306814-15               ,      ,      ,      ,       ,       ,
2015/05/21 , 0020306812 , 0020306813 , 436  , DSRS913W-1      , 141154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0454 ,  1.233 , 00300 , 00459 ,  1.530 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .480 ,    .620 ,      ,         ,         ,         , 20306812-13               ,      ,      ,      ,       ,       ,
2015/05/21 , 0020306819 , 0020306820 , 436  , DSRS913W-1      , 141152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0508 ,  1.380 , 00300 , 00422 ,  1.406 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .430 ,    .670 ,      ,         ,         ,         , ID 20306819-20            ,      ,      ,      ,       ,       ,
2015/05/22 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 142154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0490 ,  1.331 , 00300 , 00525 ,  1.750 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .890 ,    .290 ,    .740 ,      ,         ,         ,         , SK 20306806/5             ,      ,      ,      ,       ,       ,
2015/05/22 , 0020306809 , 0020306810 , 436  , DSRS913W-1      , 142152     ,   ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0472 ,  1.282 , 00300 , 00472 ,  1.573 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .460 ,    .640 ,      ,         ,         ,         , S20306809-10              ,      ,      ,      ,       ,       ,
2015/05/23 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 143153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0430 ,  1.168 , 00300 , 00450 ,  1.500 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .410 ,    .670 ,      ,         ,         ,         , SK 20306796/5             ,      ,      ,      ,       ,       ,
2015/05/23 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 143151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0376 ,  1.021 , 00300 , 00447 ,  1.490 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .310 ,    .700 ,      ,         ,         ,         , ID 20306800-6799          ,      ,      ,      ,       ,       ,
2015/05/24 , 0020306786 , 0020306785 , 436  , DSRS913W-1      , 144153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0502 ,  1.364 , 00300 , 00470 ,  1.566 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .900 ,    .470 ,    .720 ,      ,         ,         ,         , 20306786-85               ,      ,      ,      ,       ,       ,
2015/05/24 , 0020306792 , 0020306791 , 436  , DSRS913W-1      , 144151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0454 ,  1.233 , 00300 , 00397 ,  1.323 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .360 ,    .680 ,      ,         ,         ,         , ID 20306792-91            ,      ,      ,      ,       ,       ,
2015/05/25 , 0020341680 , 0020341679 , 436  , DSRS913W-1      , 145153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0484 ,  1.315 , 00300 , 00453 ,  1.510 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .340 ,    .720 ,      ,         ,         ,         , 20341680-79               ,      ,      ,      ,       ,       ,
2015/05/25 , 0020341683 , 0020341684 , 436  , DSRS913W-1      , 145151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0442 ,  1.201 , 00300 , 00507 ,  1.690 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .310 ,    .670 ,      ,         ,         ,         , 20341683-84               ,      ,      ,      ,       ,       ,
2015/05/26 , 0020344434 , 0020344433 , 436  , DSRS913W-1      , 146153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0442 ,  1.201 , 00300 , 00366 ,  1.220 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .370 ,    .720 ,      ,         ,         ,         , 20344434-33               ,      ,      ,      ,       ,       ,
2015/05/26 , 0020344437 , 0020344438 , 436  , DSRS913W-1      , 146151     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0478 ,  1.298 , 00300 , 00435 ,  1.450 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .300 ,    .720 ,      ,         ,         ,         , 20344437-38               ,      ,      ,      ,       ,       ,
2015/05/27 , 0020344423 , 0020344422 , 436  , DSRS913W-1      , 147154     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0490 ,  1.331 , 00300 , 00387 ,  1.290 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .290 ,    .720 ,      ,         ,         ,         , SKID #20344423/22         ,      ,      ,      ,       ,       ,
2015/05/27 , 0020344426 , 0020344427 , 436  , DSRS913W-1      , 147152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0502 ,  1.364 , 00300 , 00414 ,  1.380 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .410 ,    .680 ,      ,         ,         ,         , ID 20344426-27            ,      ,      ,      ,       ,       ,
2015/05/28 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 148152     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0394 ,  1.070 , 00300 , 00278 ,   .926 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .420 ,    .620 ,      ,         ,         ,         , ID 20344421-20 TEAR RT324 ,      ,      ,      ,       ,       ,
2015/06/01 , 0020344416 , 0020344415 , 436  , DSRS913W-1      , 152153     ,   ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0454 ,  1.233 , 00300 , 00464 ,  1.546 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .410 ,    .630 ,      ,         ,         ,         , 20344416/15               ,      ,      ,      ,       ,       ,
2015/06/01 , 0020344413 , 0020344414 , 436  , DSRS913W-1      , 152153     ,   ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0400 ,  1.086 , 00300 , 00501 ,  1.670 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .810 ,    .340 ,    .650 ,      ,         ,         ,         , 20344413/14               ,      ,      ,      ,       ,       ,
2015/06/02 , 0020344407 , 0020344406 , 436  , DSRS913W-1      , 153153     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0478 ,  1.298 , 00300 , 00474 ,  1.580 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .900 ,    .330 ,    .730 ,      ,         ,         ,         , 20344407-06               ,      ,      ,      ,       ,       ,
2015/06/02 , 0020344410 , 0020344411 , 436  , DSRS913W-1      , 153151     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0472 ,  1.282 , 00300 , 00445 ,  1.483 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .380 ,    .690 ,      ,         ,         ,         , 20344410-11               ,      ,      ,      ,       ,       ,
2015/06/03 , 0020393394 , 0020393395 , 436  , DSRS913W-1      , 154153     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0442 ,  1.201 , 00300 , 00435 ,  1.450 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .340 ,    .690 ,      ,         ,         ,         , 20393394-95               ,      ,      ,      ,       ,       ,
2015/06/03 , 0020393392 , 0020393393 , 436  , DSRS913W-1      , 154153     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0460 ,  1.250 , 00300 , 00473 ,  1.576 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .890 ,    .350 ,    .690 ,      ,         ,         ,         , 20393392-93               ,      ,      ,      ,       ,       ,
2015/06/03 , 0020344403 , 0020344402 , 436  , DSRS913W-1      , 154151     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0436 ,  1.184 , 00300 , 00370 ,  1.233 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .370 ,    .680 ,      ,         ,         ,         , 20344403-02               ,      ,      ,      ,       ,       ,
2015/06/04 , 0020393387 , 0020393386 , 436  , DSRS913W-1      , 155154     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0424 ,  1.152 , 00300 , 00467 ,  1.556 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .350 ,    .710 ,      ,         ,         ,         , 20393387/86               ,      ,      ,      ,       ,       ,
2015/06/04 , 0020393385 , 0020393384 , 436  , DSRS913W-1      , 155154     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0460 ,  1.250 , 00300 , 00460 ,  1.533 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .880 ,    .340 ,    .690 ,      ,         ,         ,         , 20393385/84               ,      ,      ,      ,       ,       ,
2015/06/04 , 0020393390 , 0020393391 , 436  , DSRS913W-1      , 155152     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0484 ,  1.315 , 00300 , 00376 ,  1.253 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .360 ,    .710 ,      ,         ,         ,         , ID 20393390-91            ,      ,      ,      ,       ,       ,
2015/06/05 , 0020393376 , 0020393377 , 436  , DSRS913W-1      , 156154     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0394 ,  1.070 , 00300 , 00432 ,  1.440 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .380 ,    .620 ,      ,         ,         ,         , 20393376/77               ,      ,      ,      ,       ,       ,
2015/06/05 , 0020393382 , 0020393383 , 436  , DSRS913W-1      , 156152     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0496 ,  1.347 , 00300 , 00447 ,  1.490 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .320 ,    .710 ,      ,         ,         ,         , 20393382-83               ,      ,      ,      ,       ,       ,
2015/06/06 , 0020393368 , 0020393369 , 436  , DSRS913W-1      , 157154     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0496 ,  1.347 , 00300 , 00448 ,  1.493 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .380 ,    .700 ,      ,         ,         ,         , 20393368-69               ,      ,      ,      ,       ,       ,
2015/06/06 , 0020414129 , 0020414130 , 436  , DSRS913W-1      , 157154     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0448 ,  1.217 , 00300 , 00387 ,  1.290 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .890 ,    .380 ,    .720 ,      ,         ,         ,         , 20414129-30               ,      ,      ,      ,       ,       ,
2015/06/06 , 0020393372 , 0020393373 , 436  , DSRS913W-1      , 157152     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0484 ,  1.315 , 00300 , 00487 ,  1.623 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .380 ,    .630 ,      ,         ,         ,         , 20393372-73               ,      ,      ,      ,       ,       ,
2015/06/07 , 0020414120 , 0020414121 , 436  , DSRS913W-1      , 158154     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0496 ,  1.347 , 00300 , 00411 ,  1.370 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .330 ,    .680 ,      ,         ,         ,         , 20414120-21               ,      ,      ,      ,       ,       ,
2015/06/07 , 0020414125 , 0020414124 , 436  , DSRS913W-1      , 158152     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0466 ,  1.266 , 00300 , 00453 ,  1.510 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .480 ,    .700 ,      ,         ,         ,         , 20414125-24               ,      ,      ,      ,       ,       ,
2015/06/08 , 0020414111 , 0020414110 , 436  , DSRS913W-1      , 159153     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0424 ,  1.152 , 00300 , 00450 ,  1.500 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .340 ,    .690 ,      ,         ,         ,         , 20414111-10               ,      ,      ,      ,       ,       ,
2015/06/08 , 0020414117 , 0020414116 , 436  , DSRS913W-1      , 159151     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0412 ,  1.119 , 00300 , 00429 ,  1.430 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .410 ,    .700 ,      ,         ,         ,         , ID 20414117-16            ,      ,      ,      ,       ,       ,
2015/06/09 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 160153     ,   , LT74107         ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0574 ,  1.559 , 00300 , 00425 ,  1.416 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .810 ,    .410 ,    .580 ,      ,         ,         ,         , ID 20414101-02  102728-29 ,      ,      ,      ,       ,       ,
2015/06/09 , 0020414104 , 0020414103 , 436  , DSRS913W-1      , 160151     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0508 ,  1.380 , 00300 , 00316 ,  1.053 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .390 ,    .650 ,      ,         ,         ,         , ID 20414104-03            ,      ,      ,      ,       ,       ,
2015/06/10 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 161153     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0520 ,  1.413 , 00300 , 00494 ,  1.646 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .550 ,    .650 ,      ,         ,         ,         , 20427293-93  HT 103864-63 ,      ,      ,      ,       ,       ,
2015/06/11 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 162153     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0484 ,  1.315 , 00300 , 00476 ,  1.586 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .440 ,    .640 ,      ,         ,         ,         , SK 20435793/4             ,      ,      ,      ,       ,       ,
2015/06/11 , 0020427290 , 0020427291 , 436  , DSRS913W-1      , 162151     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0526 ,  1.429 , 00300 , 00409 ,  1.363 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .360 ,    .690 ,      ,         ,         ,         , 20427290-91               ,      ,      ,      ,       ,       ,
2015/06/11 , 0020427289 , 0020427288 , 436  , DSRS913W-1      , 162151     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0484 ,  1.315 , 00300 , 00468 ,  1.560 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .400 ,    .640 ,      ,         ,         ,         , 20427289-88               ,      ,      ,      ,       ,       ,
2015/06/12 , 0020442942 , 0020442941 , 436  , DSRS913W-1      , 163154     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0484 ,  1.315 , 00300 , 00484 ,  1.613 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .470 ,    .650 ,      ,         ,         ,         , 20442942-41               ,      ,      ,      ,       ,       ,
2015/06/12 , 0020435789 , 0020435790 , 436  , DSRS913W-1      , 163152     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0526 ,  1.429 , 00300 , 00352 ,  1.173 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .420 ,    .660 ,      ,         ,         ,         , ID 20435789-90            ,      ,      ,      ,       ,       ,
2015/06/13 , 0020442937 , 0020442936 , 436  , DSRS913W-1      , 164152     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0454 ,  1.233 , 00300 , 00494 ,  1.646 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .460 ,    .690 ,      ,         ,         ,         , S20442937-36              ,      ,      ,      ,       ,       ,
2015/06/14 , 0020442926 , 0020442925 , 436  , DSRS913W-1      , 165154     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0382 ,  1.038 , 00300 , 00501 ,  1.670 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .420 ,    .670 ,      ,         ,         ,         , ID 20442926-25            ,      ,      ,      ,       ,       ,
2015/06/14 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 165152     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0532 ,  1.445 , 00300 , 00420 ,  1.400 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .860 ,    .520 ,    .620 ,      ,         ,         ,         , ID 20442928-29  103917-18 ,      ,      ,      ,       ,       ,
2015/06/15 , 0020442922 , 0020442921 , 436  , DSRS913W-1      , 166152     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0418 ,  1.135 , 00300 , 00402 ,  1.340 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .400 ,    .670 ,      ,         ,         ,         , S20442922-21              ,      ,      ,      ,       ,       ,
2015/06/16 , 0020459414 , 0020459415 , 436  , DSRS913W-1      , 167153     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0424 ,  1.152 , 00300 , 00435 ,  1.450 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .840 ,    .460 ,    .680 ,      ,         ,         ,         , 20459414-15               ,      ,      ,      ,       ,       ,
2015/06/16 , 0020442914 , 0020442913 , 436  , DSRS913W-1      , 167151     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0508 ,  1.380 , 00300 , 00439 ,  1.463 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .920 ,    .430 ,    .680 ,      ,         ,         ,         , ID 20442914-13            ,      ,      ,      ,       ,       ,
2015/06/17 , 0020459405 , 0020459404 , 436  , DSRS913W-1      , 168153     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0454 ,  1.233 , 00300 , 00500 ,  1.666 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .870 ,    .390 ,    .700 ,      ,         ,         ,         , 20459405/04               ,      ,      ,      ,       ,       ,
2015/06/17 , 0020459410 , 0020459409 , 436  , DSRS913W-1      , 168151     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0382 ,  1.038 , 00300 , 00423 ,  1.410 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .360 ,    .690 ,      ,         ,         ,         , ID 20459410-09            ,      ,      ,      ,       ,       ,
2015/06/18 , 0020459397 , 0020459396 , 436  , DSRS913W-1      , 169153     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0412 ,  1.119 , 00300 , 00492 ,  1.640 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .830 ,    .360 ,    .640 ,      ,         ,         ,         , 20459397-96               ,      ,      ,      ,       ,       ,
2015/06/18 , 0020459401 , 0020459400 , 436  , DSRS913W-1      , 169151     ,   , 60901.46        ,  97.00 , C012            ,   3.00 ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0436 ,  1.184 , 00300 , 00404 ,  1.346 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .850 ,    .320 ,    .700 ,      ,         ,         ,         , 20459401-00               ,      ,      ,      ,       ,       ,
2015/06/19 , 0000000000 , 0000000000 , 436  , DSRS913W-1      , 170153     ,   ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,                 ,        ,    , 00368 , 0502 ,  1.364 , 00300 , 00500 ,  1.666 , 00000 ,   .000 ,         ,    .9000 ,    .7200 ,    .810 ,    .310 ,    .650 ,      ,         ,         ,         , SK 20459389/8             ,      ,      ,      ,       ,       ,
